,0,0,1,2,3
0,1,1.1926678132171893,0.9274210554429361,0.6059099584952193,-1.1465280963962623
1,1,1.040103113184688,0.8029428575493398,0.481719125699129,-1.010150040784393
2,1,1.126533749633829,1.017896781677001,0.6995673172582744,-1.225113339711554
3,1,1.3019605581584544,1.2527239754120587,0.5917480936084941,-1.1588371107140287
4,1,0.8441598637712756,0.8048528653956948,0.7223904127402534,-1.2783275832160845
5,1,1.1547497534611837,1.1466343624768356,0.4630144034397391,-1.247089035069403
6,1,1.0665339713924287,0.9527777623100903,0.5177966155925938,-1.1314800895384005
7,1,0.9994137513875866,0.9500663199509363,0.5207870697775523,-1.1394221343064153
8,1,1.0540072268134257,0.8962711346120796,0.49212919370599467,-1.108636125693131
9,1,1.15886604870048,0.9628951353733869,0.5068065536690973,-1.0553090733353367
10,1,1.2554565661817545,1.0771855159183088,0.5650896670232223,-1.1219921695361428
11,1,0.9691121136889517,0.8919658955312313,0.37478294624077924,-1.054093687228752
12,1,1.038072407017798,0.9667120685309671,0.44297589753825983,-1.136281057232962
13,1,1.1791753264777878,0.9733547056252635,0.5347011239799437,-1.389701783443525
14,1,1.3386533366478157,1.2276853746208671,0.5149183155302536,-1.2345842539552594
15,1,1.0395265577321784,1.0647708537286353,0.41740069914225936,-1.1839667060340275
16,1,1.0225777103792069,1.0694304227987665,0.5137261296011736,-1.2352486794152624
17,1,0.9917554542236845,1.0052414458260641,0.4645272040383846,-1.3318037123730304
18,1,1.2546129034982236,1.2863220049506539,0.37958422238587197,-1.279204098899757
19,1,1.0122073048682225,0.9023438729432474,0.771198662798302,-0.9264707347861076
20,1,1.1661664411355552,0.8300974882601112,0.6255678115770862,-1.0807765081953005
21,1,0.8706256810308651,0.8320211187923345,0.9005440847946854,-1.0407425537817698
22,1,1.1205138277650402,0.7553522360435938,0.6078965805985351,-1.1081209715607132
23,1,1.0036870871342882,0.7331547561354552,0.5268107118998258,-1.0757139522685222
24,1,1.017279600751555,0.674268463093065,0.6372519739313064,-1.1366991755697387
25,1,0.8671564277209777,0.7497386374307826,0.6782753974592884,-1.4547730721628056
26,1,1.0101152501961852,0.9122858472979066,0.5143971328325955,-1.1941466000826544
27,1,0.9120617190867779,0.8526408640856262,0.4129604832763066,-1.0283522960192641
28,1,1.0353283954059713,0.7920116828740966,0.6100917369044001,-1.3065461141877166
