,0,0,1
0,1,1.1926678132171893,0.9274210554429361
1,1,1.040103113184688,0.8029428575493398
2,1,1.126533749633829,1.017896781677001
3,1,1.3019605581584544,1.2527239754120587
4,1,0.8441598637712756,0.8048528653956948
5,1,1.1547497534611837,1.1466343624768356
6,1,1.0665339713924287,0.9527777623100903
7,1,0.9994137513875866,0.9500663199509363
8,1,1.0540072268134257,0.8962711346120796
9,1,1.15886604870048,0.9628951353733869
10,1,1.2554565661817545,1.0771855159183088
11,1,0.9691121136889517,0.8919658955312313
12,1,1.038072407017798,0.9667120685309671
13,1,1.1791753264777878,0.9733547056252635
14,1,1.3386533366478157,1.2276853746208671
15,1,1.0395265577321784,1.0647708537286353
16,1,1.0225777103792069,1.0694304227987665
17,1,0.9917554542236845,1.0052414458260641
18,1,1.2546129034982236,1.2863220049506539
19,1,1.0122073048682225,0.9023438729432474
20,1,1.1661664411355552,0.8300974882601112
21,1,0.8706256810308651,0.8320211187923345
22,1,1.1205138277650402,0.7553522360435938
23,1,1.0036870871342882,0.7331547561354552
24,1,1.017279600751555,0.674268463093065
25,1,0.8671564277209777,0.7497386374307826
26,1,1.0101152501961852,0.9122858472979066
27,1,0.9120617190867779,0.8526408640856262
28,1,1.0353283954059713,0.7920116828740966
29,1,1.0509459213337617,0.8191931488760473
30,1,1.135440191721435,0.9978376374225361
31,1,1.1576147094272338,1.1259349034628126
32,1,0.9238395388266598,0.7696363425533951
33,1,0.945665086855261,0.9345663658003823
34,1,0.9248381160174987,0.8354255141783291
35,1,1.0467533084069136,0.8169809544459373
36,1,0.895925937860007,0.8015314530783851
37,1,0.8908620636589702,0.827269276165348
38,1,0.9422115025001381,0.7350442944302505
39,1,1.0239984112235916,0.9636937760534404
40,1,1.0968214484298595,0.8954683506980835
41,1,0.8219497149629297,0.9052356202771418
42,1,1.2247682940984852,0.9582608481586566
43,1,0.7543490356517236,0.8471843559981782
44,1,1.0613731100749981,0.8398907142484723
45,1,0.8486248447281749,1.0154605125152465
46,1,1.0967956071351903,0.9863024001066911
47,1,1.171378656053356,0.9390510107721523
48,1,1.001668539945277,0.9827272253536513
49,1,1.1232473608127902,1.1515811038399622
50,1,1.218908307890558,1.0366199353185082
51,1,1.171669255999373,0.9388125275058018
52,1,1.243034925663052,1.0864870364875234
53,1,1.0164316915920495,1.0682451701556401
54,1,1.041562613913799,0.9320026417652191
55,1,1.1111571947427272,1.0063373895992953
56,1,1.1099482064337192,0.9654508205542008
57,1,1.0581857746143575,1.0262235069589016
58,1,1.2356485574566833,1.1077799960482557
59,2,0.4957774933889015,0.41103724991596335
60,2,0.3715863666706601,0.5495683213410926
61,0,0.3447275574473777,0.6637380554447704
62,2,0.6763749466465054,0.5580434236781374
63,1,1.0904294065354891,0.5928271865229116
64,2,0.5637159989648913,0.4289308849152742
65,2,0.853176909353875,0.7017824547777238
66,1,1.0926722855037259,0.64294330387924
67,2,0.7960189084746389,0.51672731211829
68,2,0.496266628478061,0.6217237335559047
69,2,0.9568086554986921,0.5782422229525315
70,2,0.44967095695059184,0.6636430113067562
71,2,1.0173272377307148,0.5230578207569204
72,2,0.6311571794908285,0.5440284904001907
73,1,1.172642835758602,0.7403652363040082
74,1,1.0810975798096887,0.6825421044590897
75,2,0.5395679841268745,0.5173005906039801
76,2,0.7567005634382511,0.5181010865607758
77,2,0.434105854055029,0.5666997845440516
78,2,0.8381216132916596,0.6810075991333419
79,2,0.753868596975098,0.6194141349764692
80,2,0.8644986187115137,0.32958358753745653
81,2,0.9083599986091547,0.6367217531926405
82,2,0.6809705841242744,0.43904423771095374
83,0,0.2542134789670389,0.76933774948851
84,2,0.914069329980163,0.5725734482853727
85,2,0.834208139784376,0.43296539786864896
86,2,0.5853021307834984,0.454122623506039
87,2,0.678830719935943,0.4370493446761985
88,2,0.5711684169991896,0.5727056876841372
89,2,0.6985469817510863,0.42739241751646184
90,2,0.4802796524043383,0.48477679308801896
91,2,0.47082305643983174,0.502950548560229
92,2,0.388076469269797,0.5233891768561652
93,2,0.8395525302391217,0.46931976389450686
94,2,0.8941818492253933,0.5201483875461096
95,1,1.042629421722075,0.7641551613124259
96,2,0.6135301284310795,0.6259339906987922
97,2,0.8851520029903073,0.48450218899515857
98,1,1.1476433948066955,0.7061984501625116
99,2,0.9042798128221881,0.5530082881150373
100,2,0.8431173946012077,0.5794419902432892
101,2,0.633412015412612,0.46008313721990923
102,2,0.7238081426452568,0.5674417276533383
103,2,0.6313003743679203,0.4645293264285505
104,2,0.8195124293971686,0.5347714530588197
105,2,0.4269520232585553,0.4693822643031573
106,2,0.6910473079097291,0.5185693830881732
107,2,0.47333642706277596,0.5488541182952764
108,2,0.7513613970942302,0.4655527619104427
109,1,1.0494806367789054,0.6188890353166675
110,1,0.9631768517047519,0.7821511469773498
111,2,0.7111142070539068,0.4834116585903082
112,2,0.4668456432145989,0.6341815748981906
113,2,0.6855343900471481,0.4803607644525493
114,2,0.7026169148717836,0.46797560999552984
115,2,0.7975953272837776,0.3341558952008499
116,2,0.7349550016898432,0.4224932643795115
117,2,0.716021934894178,0.42688621310601016
118,0,0.27712040745496236,0.6142020168797775
119,2,0.6300625031341317,0.5361407749260704
120,2,0.9075191432158437,0.6713898575278744
121,1,1.0652728890561325,0.7855343871438023
122,2,0.5391831695236944,0.599741863529579
123,2,0.6403026028936328,0.738410474449469
124,1,0.9474149819777254,0.6892412164676942
125,2,0.7655728874321119,0.5100102521019235
126,2,0.7987447060452909,0.6073481752263492
127,2,0.5183970034550738,0.5667795549616892
128,2,0.7048794054397269,0.4625745646534364
129,2,0.44533351658774434,0.6816592039923329
130,2,0.45893948480660224,0.7108624993665789
131,0,0.295069454669631,0.795576043201864
132,0,0.2516570201331298,0.7794998501562455
133,0,0.34115135576031314,0.833990012463863
134,0,0.2719117917861323,0.7413595833269709
135,0,0.13715601567099486,0.8827075006089454
136,0,0.013818523957511313,0.8304522359964356
137,0,-0.009445983690711817,0.8633260879368713
138,0,0.10764500670632073,0.8072679211873043
139,0,0.27334723697994734,0.7493653425986291
140,0,0.20842123700075824,0.7167233428664315
141,0,0.31140332560587625,0.7992277555482484
142,0,0.16242251960029583,0.688001909425851
143,0,0.2175656456918689,0.8070932685204097
144,0,0.29859705451925284,1.0751550414217625
145,0,0.22769060950042164,0.8508460846370878
146,0,-0.06976440430343867,0.812332726662989
147,0,0.08048414568018313,1.0146362047678785
148,0,0.2011393768760179,1.0329245992862277
149,0,0.18114534825974857,1.099427110020007
150,0,0.2987662528917893,1.0307633009292747
151,0,0.28112854875168514,1.105717589478084
152,0,0.4097040674275277,0.8890966993807111
153,0,0.15166035458198512,1.1739188027463594
154,0,0.2221687244791435,0.8700669619014344
155,0,0.023040986693161562,1.1155947758190423
156,0,0.14082697965208654,1.0624683097643866
157,0,0.140045202531375,1.0066027612027337
158,0,0.47705977536035693,1.2820663125265752
159,0,0.40286401694243557,1.175053687573553
160,0,0.16094247969833678,0.9736745457292982
161,0,0.2269672305725114,0.8504496559909197
162,0,0.16488551749490424,0.7852188575014745
163,0,0.21597194213196325,0.850814122980962
164,0,0.17244883650108725,1.0083967462418482
165,0,0.044991841396253764,0.8793130299535795
166,0,0.22034570738353032,1.1722571831505952
167,0,0.17637630675735974,1.084303895302095
168,0,0.31012245794757837,1.0303113877154888
169,0,0.27138697946685914,1.1028645274970288
170,0,0.15402221953913756,0.7561629606056445
171,0,0.06835962322714016,0.9564041922890546
172,0,0.22910088241339185,1.0601264829987578
173,0,0.043385917841776665,1.1167075441472096
174,0,0.21594986180512124,1.0319014320690305
175,0,0.15904493086700086,1.2449012985694925
176,0,0.22288815218910124,1.1194067445713638
177,0,0.09434761404829038,1.10410904214942
